Beatmap,SR
3145724 | lastendconductor (Cut Ver.) [Lam's Insane],4.5930
1592262 | Magical Musical Master [Another],4.5929
4251531 | Neoki Yashinoki [Palm Tree],4.5925
1703186 | My Party (bo en Remix) [Insane],4.5921
3630266 | Youkoso! Sweet Carnival! [Happy Carnival],4.5921
4320494 | Paper Rings [Darling],4.5913
4351430 | Hana ni Natte [Blooming Flower],4.5910
3828132 | Yume o Uchinuku Shunkan ni! [Let's Party],4.5908
3527480 | [@__@] [[OwO]],4.5905
3629972 | ONOMATO Pairing!!! [EXPERT],4.5904
2787821 | Scarlet Tempest [Tempest],4.5903
3470144 | M2U Pack [Wicked Fate // eZmmR's 4K],4.5901
4555772 | Akatsuki [Crimson Night],4.5888
2639801 | parsley [kitch/en],4.5883
4183287 | DEATHDOOR (Instrumental Version) [Himitsu's Insane],4.5879
419485 | FREEDOM DiVE [4K Another],4.5878
4474060 | Laundry [Expert],4.5872
1094101 | Goat Fantasia [Insanity],4.5869
2356530 | 9TH5IN [EXHAUST],4.5867
4642522 | Kyouki Ranbu [MASTER 11],4.5860
1125596 | On the FM [4K Shaking!!],4.5847
1271493 | Pavor Nocturnus [Lie's Insane],4.5847
1320777 | Capitalism Cannon [Lv.14: Vermilion],4.5846
3450871 | Ever Green feat. Ganeme [Misfortune Lunatic],4.5846
4011969 | M.E.D. PHONK [Delicious Honey],4.5846
3808185 | Fu Sheng [CS' Dance of Suigetsu],4.5844
1029795 | Tomorrow Perfume (tpz Despair Remix) [EXHAUST Lv.13],4.5843
4001615 | Asteroid Field of DECAPLETS [Wanderer],4.5841
4795607 | Top 10 staTues tHat CriEd bloOd [Avalon's Insane],4.5837
3700626 | A New Start [Journey],4.5836
4291128 | variadicgleam []R001[],4.5836
865372 | G1ll35 d3 R415 [Insane],4.5835
3625702 | Lemuria [[Seo-a]'s Insane],4.5830
4489723 | O.M.S.K. (PHONK) [EXTRA],4.5829
520330 | Achromat [Tristan97's 4K White Another],4.5828
2970635 | Daemonisch [Contract],4.5827
4202018 | Life Sux (Sped Up Ver.) [anatha's Insane],4.5816
1839516 | Konran Shoujo Soflan-chan!! [EXHAUST],4.5813
2828924 | dual existence (TV Size) [Last Order [IN]],4.5813
4136642 | BLUE ARMY (Raytoly's Progressive Hardcore Sped Up Edit) [AL-E's HARD],4.5812
2485262 | #1f1e33 [Chicken's Beyond],4.5811
559713 | werewolf howls. [EXHAUST Lv.14],4.5810
1199287 | you can recover [restoration 1.1x],4.5808
1697737 | Sidetracked Day [Away],4.5803
2245026 | Nijiiro Yuenchi [Another],4.5794
1377442 | 143 (extended mix) [I Love You],4.5793
4437134 | Beyond Your Words (Cut Ver.) [l Lost My Words],4.5792
4335661 | Realize [Against the past],4.5789
3622433 | Cherry Bomb [Rin's Cherry Heart],4.5788
659063 | 3rd Eye In Breast [4K MX],4.5788
1947604 | wtf [ok],4.5785
3209657 | Clip it Bro [ATing's Insane],4.5784
3834417 | KICK BACK (TV Size) [Makima<3],4.5783
434381 | Lost One no Goukoku [Mee's SC],4.5783
4238440 | Himitsu Dial [Secret],4.5781
1081560 | Finger VIP [Trigger Finger],4.5772
2906946 | Shiny Happy Days (TV Size) [La Soleil],4.5762
4203373 | Scarlet Rose [Relae's Insane],4.5759
4641629 | Toymatic Kitchen! (Cut Ver.) [Another],4.5758
3622989 | TONDEMO-WONDERZ [MASTER LV.37],4.5749
4261166 | Anti Safety Zone [Collab Hyper],4.5749
4202383 | Ketsui no Hikari [Extra // Light of Determination],4.5741
1087294 | Oshama Scramble! [MASTER],4.5733
1686113 | Monosugoi Live de Cirno ga Sokohakatonaku Monosugoi Uta [ATing's Baka Insane Plus I Scream],4.5729
901775 | REANIMATE [Lv.9],4.5727
4248892 | PSYCHO-BOMB [IMPERIAL'S INSANITY],4.5720
4045097 | Himegoto*Crisisters (TV Size) [Crisis SISTERS],4.5715
433150 | .357 Magnum [4K Another],4.5711
2591542 | Fracture Ray (pt. StaZyo) [Hikari],4.5708
3040530 | OUTERHEAVEN [EXHAUST],4.5708
746130 | Sweet Rain [victorica's MX],4.5706
3180276 | Hestia [Dub's Another],4.5703
2487349 | YURUSHITE [Lirai's MASTER],4.5697
2344738 | IZANA [AH's Future],4.5696
4245142 | Itazura Sensation [Scarlet Sisters],4.5696
2329040 | sea shells [hydria's insane],4.5693
3652679 | Break Through Myself feat. Risa Yuzuki (Short Ver.) [Aix's Insane],4.5684
1250935 | Saiyajin [Maximum],4.5682
480591 | +Danshi [Fullerene's 4K MX],4.5679
937993 | Wh1teh Pack #1 [Taku Iwasaki - Douse Konna no ga Suki desho?],4.5678
4102200 | Darling in the Night (TV Size) [Alpha],4.5674
3554421 | Whispers from a Distant Star [Distant Dream],4.5671
2749961 | Star Trip (Short Ver.) [Madoka's Starlight],4.5669
4211030 | Guitar to Kodoku to Aoi Hoshi [Follow Me // INSANE],4.5669
1676832 | Axium Crisis [Future],4.5663
2594305 | bluefieldcreator [Etherealization],4.5663
928341 | I [_UJ's Another],4.5663
1231298 | Nobore! Susume! Takai Tou [Eraser's Minaret],4.5660
4204058 | Kimama na Tenshitachi (kanemiko's stupid bootleg) [lin's stupid insane],4.5660
2916901 | Famires Wars [Michelin 5-Star],4.5657
3856001 | Seven Doors (TV Size) [Virtue's Astral Trinity],4.5657
4501511 | Beyond Wood [anatha's Hard],4.5655
3903754 | Seishun Complex (TV Size) [Hitori Bocchi],4.5654
1966848 | Grin [Another],4.5649
2297604 | Gugutto Work* (Short Ver.) [NEW GAME!!],4.5649
2082352 | Into The Madness [Rhezie's Insane],4.5648
4281532 | Hyacinth [Regret],4.5648
1495215 | Cast Your Shell [MX],4.5647
3242410 | Apollo [Master],4.5641
3285486 | Quality Control [Inadequate],4.5641
3112319 | Kawaii Razor Blades (feat. yandere) (Cut Ver.) [longing.],4.5637
3620003 | Nirv lucE [Future],4.5636
3878871 | No.7 (TV Size) [NO.7],4.5626
2897962 | MEGATON BLAST [MASTER],4.5623
767309 | Altale [Hyper Lv.22],4.5616
1264899 | Gems Pack 14 - LN Master 6th [[12] S.I.D Sound - Pink Gold],4.5614
4366393 | Dai Dai Dai Dai Daisuki na Kimi e <3 (TV Size) [Te Amo],4.5610
1845621 | Something Wild feat. Andrew McMahon in the Wilderness [Enigma],4.5609
3842233 | Amenohoakari [EXPERT],4.5609
1866816 | Kishinjou set 07 ~ Magical Storm [Stormy Praetor],4.5604
1127426 | Dream to Nightmare [MX],4.5601
2638075 | Party Time [Insane Party],4.5601
3125243 | THE ULTIMACY [Beyond],4.5596
4597754 | cross the line (TV Size) [Last Witch],4.5594
4745257 | Wer ist Faust? [Irrsinnig],4.5594
911602 | NEO GRAVITY [Chicken x leqek's EXHAUST],4.5591
2690794 | Art o Kagaku Suru [Peaceful Art],4.5590
563154 | Yolomania Vol. 3A [Alex c. feat. Yasmin K. - Angel Of Darkness [Leo137] 13],4.5589
4293550 | homeswitcher [LVL 8. EXTRA],4.5587
633331 | Delrio [nowsmart's 4K Special],4.5583
"2525497 | 1,000,000 TIMES [ANTIPATHY]",4.5580
2418797 | MEJIRUSHI [PROFESSIONAL],4.5578
1419942 | keep on running [LN],4.5575
1344171 | MUDPIE [CHOCOLAT'e],4.5574
3221954 | White Parade [Ping's EXHAUST],4.5574
4082424 | Rockin' Disco Blues [Disco Fever],4.5572
4271508 | Tsuki ga Michiru [Moonlit],4.5572
3801837 | Don't believe the hype [Just believe in myself],4.5569
3280783 | LunaRainbow- marketeer [Colorful Lunatic],4.5567
3782005 | Rude Buster (Camellia Remix) [Another],4.5554
1946642 | Windy Fairy [Mediocris Ventosa],4.5543
1192531 | Three Magic (DiGiTAL WiNG TRANCE Remix) [Lunatic of Love],4.5539
4514601 | Rabbit Hole feat. Hatsune Miku [O],4.5537
4346094 | piano x forte [Bubba's Insane],4.5533
899136 | Never Ending [EXHAUST],4.5531
4309102 | Singularity VVVIP [Ran's FFFuture],4.5530
437946 | Touhou EX Boss Rush!! +a Kouhen [Phantasm Stage],4.5523
3844451 | Time Left (TV Size) [Arrival in Tokyo],4.5522
3829232 | Magical Symphony [Magic Orchestra],4.5519
2462696 | Mopemope [mint's Insane],4.5516
563162 | Yolomania Vol. 3A [Japanese People - Do you even squeak? [BilliumMoto] 15],4.5511
3439302 | TOMBOY [Insane],4.5502
3909904 | Birthday [Flashback],4.5498
4137603 | Kizunairo no Ensemble [Forever Kizuna!],4.5490
1002341 | Platinum [Special Lv. 16],4.5482
3378048 | Kakero [Shooting Star!!!],4.5473
3669258 | Songs Compilation [Raindrops of the Past],4.5470
464994 | Enmei Chiryou [nowsmart's 4K SC],4.5470
1062484 | Be My Zombie [4K MX 'Blanc'],4.5468
1720626 | I lost my flp [Extra],4.5460
4554409 | Ataraxia [Nicknem's 4K Insane],4.5460
925360 | Uh-Oh [Another],4.5441
4649152 | Hakuraku [Freezing Precipitation],4.5440
3701849 | tires on fire [Insane],4.5431
4295077 | Sukitchuu no! feat. Chuu-tan (CV: Hayami Saori) [Chuu!],4.5429
398476 | Identity Part 4 [Chamelo's MX],4.5424
4398581 | Anti the EuphoriaHOLiC (Cut Ver.) [Insane],4.5424
804001 | Arianrhod [Lunatic],4.5424
"2908114 | Pink Kurage to, Sotto, Kiss o Shita. [Let's Stacking Stone]",4.5423
4138764 | Stella [Starlight],4.5421
4403283 | Nostalgic Lost Logic [Insane],4.5420
4459603 | Insert Coin [Superpower],4.5420
1218591 | TSLove [PrancerLove <3],4.5412
1484446 | DropZ-Line- [EXHAUST],4.5412
2726536 | My Dearest [Eternal Love],4.5404
4351664 | Rat A Tat!!! (TV Size) [MILLION!!!],4.5402
1301234 | Contrail ~Kiseki~ (Epsilon Remix) [Miracle Encounter],4.5400
720560 | ANiMA [Sakura's 4K Lv.24],4.5398
2295672 | Light Delight [Embrace],4.5396
3939088 | Pinky! Pinky! [Insane],4.5396
3636669 | 1 - 2 - 3 (TV Size) [1-2-3!],4.5380
4157870 | Omajinai [Charm],4.5378
"4401188 | Rubix [43,252,003,274,489,856,000]",4.5372
4508178 | Gyutte feat. Hatsune Miku [Gyute Dakishimete // Insane],4.5370
3253211 | Robotic Girl (Srav3R Remix) [Invulnerable Heart],4.5368
4784819 | Hai Yorokonde (Magens Remix) feat. Hatsune Miku [eZmmR's Insane],4.5368
1217314 | Heaven's Fall [Extra],4.5366
494045 | Senbonzakura [Insane],4.5366
1869524 | Vespera [Sayaka vs. Sya's Insane],4.5365
4225243 | Song of the Dead (TV Size) [Workaholic Zombie],4.5362
0 | Through the Fire and Flames [tippies' Fire],4.5352
2146057 | Positive (feat. Looci) [Loop Loop Loop],4.5351
2300588 | Duality Rave (Zekk's 'FULL SPEC' Remix) [Insane],4.5350
560740 | Yolomania Vol. 3A [BlackYooh vs. siromaru - BLACK or WHITE? [7_VI] 14],4.5338
4192185 | Mach space journey [Insane],4.5333
2363760 | Disorder [Randomness],4.5330
1590348 | Seventh Heaven [SPECIAL],4.5326
4457406 | Idol x Bling-Bang-Bang-Born (CosmicMashups Mashup) (Short Ver.) [MUSCLES SHINE],4.5321
4054401 | Rise Of The Chaos Wizards [Dark Galactic Skies],4.5315
2324383 | Purple Hyacinth feat. Norico [Spring Equinox],4.5300
3962606 | Worldwide Wander [Merry Christmas!],4.5295
4405658 | this train going nowhere [delayed departure],4.5292
1033166 | Pumpin' Junkies [Junkies !!!],4.5289
3173288 | Rhythm of Love [Cadence 1.4x],4.5288
4096521 | Seishun Complex [Bocchi wa Aqua],4.5283
3643071 | VEZZELiX [FAMoss' Extra],4.5280
3221219 | Romance [4K Extra],4.5279
3789488 | Lament moment [Insane],4.5271
3744973 | Yukianesa [Master],4.5265
3934306 | No.7 [Apparition],4.5262
2793919 | Ukiyoe Yokochou [FAMoss' Insane],4.5260
4528094 | Seiga Itten (Tanchiky 'JOURNEY OF MEMORY' Remix) [Rurvker's Insane],4.5260
798976 | 2 MINUTES FIGHTERS [CHICKEN-RHYTHM's EXHAUST],4.5259
4233330 | Dual Fractal [MASTER],4.5257
4211320 | ULTRA SYNERGY MATRIX [U! S!! M!!!],4.5256
2651268 | Turn It Up [Hypnotized],4.5244
4062349 | t/a/n/a/s/i/n/n [w/o/r/t/h/l/e/s/s' h/y/p/e/r],4.5239
2020342 | Sulyvahn [feat. USAO] [Insane],4.5232
2519413 | Fallen [Rin's Descendance],4.5232
3021302 | Time [Kairos],4.5230
3594747 | Kira Kira [Aqua * Kira],4.5230
4509920 | Plasma Gun (Sytho Cover) [SMOKING THAT PLASMA GUN PACK],4.5225
1068787 | <3 [I need your love],4.5223
432610 | This Will Be the Day (James Landino's Magical Girl Remix) [4K MX],4.5214
3369087 | The Clown of 24stairs [Aruel's EXHAUST],4.5209
465157 | Messier 333 [4K Another],4.5201
426446 | Happy End of the World [4K Insane],4.5200
3551214 | Eclipse (TV Size) [Gahyeonln's Destiny],4.5198
1053313 | Colorful Pastel [Maximum],4.5196
1772640 | God knows... (Full Size Ver.) [On the Lonely Rail // 4K],4.5173
703209 | Hesperides [Insane],4.5170
1705690 | Flower Dance [Inflorescence],4.5165
4114145 | closing eyes [I See],4.5165
4562249 | Songs Compilation [From Novels Into Art],4.5165
4040498 | Ikitsuku Saki -Opening Size- [Spirit Unification],4.5164
4193642 | Koi no Kuuchuu Bunkai [bittersweet love.],4.5157
4568176 | Bounce [Induction Kit],4.5133
1778015 | 5150 [Extra],4.5129
825238 | Yuki Onna [INFINITE],4.5129
4614933 | Share the light (TV Size) [Apol's Insane],4.5127
563158 | Yolomania Vol. 3A [BilliumMoto drops Finatticz - Don't Drop that Thun thun [BilliumMoto] 15],4.5124
2768993 | Loser Girl [Haiboku],4.5115
3902986 | Shukufuku [Justice Collab],4.5114
3950647 | Sapphire On Fire [Insane],4.5112
2090297 | burn this moment into the retina of my eye [memory],4.5108
4671972 | Nameless Name [Pinky Fingers],4.5106
4622883 | Toge Toge Sadistic (TV Size) [CS' Magical Transformation],4.5103
4685474 | Toumei Seisai [Flade's MX],4.5103
3260503 | My World (Demo) [Insane],4.5101
1264210 | Grimm (Kobaryo's FTN-Remix) [Insane],4.5084
4446769 | Ray Tuning [Revv's Bakyun!],4.5080
4200473 | Kataomoi no Melody o (Short Ver.) [Melody],4.5071
4010267 | canon [kot's another],4.5065
552157 | LEMON SUMMER [Zan's 4K EXHAUST],4.5062
3844445 | CHAINSAW BLOOD  (TV Size) [Dog & Chainsaw],4.5061
4373706 | All I Want For Christmas Is You [IT'S TIME!!],4.5061
3036683 | bedroom community [eternal slumber],4.5057
4463651 | Ashita e tobutameni (TV Size) [Ran's Insane],4.5056
4067305 | wasurena feat. Sennzai [insane],4.5053
4539112 | Genjitsu Mysterium (TV Size) [Parhelion],4.5052
4138640 | Good Morning World! (TV Size) [E=mc^2],4.5051
1139504 | She Sings In The Morning [rue],4.5050
4806694 | Yume no Potential (feat. *namirin) [Dreams],4.5050
2056448 | Super Nuko ni Narenkatta [aNyather],4.5048
3915580 | Like a Whirlwind [Eight Leaves One Blade],4.5042
4095146 | Vector Field [Hyper],4.5037
1243555 | Poochie [Let's Party!!],4.5035
695556 | B.B.K.K.B.K.K. (Extended Mix) [LET THE BASS KICK],4.5030
1933526 | crossing blue [Avalon's 4K EXHAUST],4.5028
4193364 | .*302? ionwan2go*. [.*4.18? SC*.],4.5025
2433645 | Nest [Yolk 1.2],4.5024
4114130 | Dandelion Sparkle!! [cai_ji_ccc's Insane],4.5018
4506880 | Jinsei Reset Button Pochi [Are you sure?],4.5016
2648462 | Ring ! Run ! Nyan!! [Ppass' EXHAUST!!],4.5013
"4352935 | Aqua, Luna-rium [MAXIMUM]",4.5002
4102133 | Megumi no Ame [Happy Ending],4.4999
2846682 | KING [BLUE PUMPKING],4.4996
2241854 | Interstellar Travel (Extended mix) [CS' Elliptical Galaxy // Insane],4.4987
3797346 | PHOTON BLAXT [MAXIMUM],4.4987
4798673 | VYSE [All paths end here],4.4986
1639717 | United (L.A.O.S Remix) [Insane],4.4985
1028912 | Reverse World [Starry's Insane],4.4984
4356497 | Ace (TV Size) [Insane],4.4983
948432 | ELPIS [Emiria's Another],4.4982
3175555 | enchanted love (and the witch's selfish heart) [Selfish Heart],4.4981
2309379 | Drop The Fire [Madoka's Insane],4.4979
2442125 | Xlo [Another],4.4967
3273735 | Close Eyes [Danger],4.4963
1291078 | Curtain Call!!!!! [Amii's Insane],4.4962
4395229 | Relayouter [Ainer's Insane],4.4961
4536728 | The Bird's Midair Heatstroke (Cut Ver.) [Challenge],4.4955
"2751872 | Boku no Yume, Mecha Kuso Mugen Waki [Infinite Spring]",4.4954
4747810 | starsignal! [chy's Insane],4.4954
917452 | Todestrieb [Another],4.4946
1023089 | NANO DEATH!!!!! [Insane],4.4945
3770868 | Freely [Insane],4.4944
4133540 | Maid with Dragons <3 (TV Size) [Insane],4.4938
4129883 | Wildfire [Fighting Against Fate // 4K],4.4932
1433260 | Keigan no Zettaireido [KK's Mega Lv.12],4.4929
1867900 | One Way Street [Another],4.4927
4686436 | Kawaikute Gomen (TV Size) [Chu <3],4.4925
3254013 | Glasya-Labolas [Noisy Indigo],4.4919
4459831 | Kashika [I'm the Undead.],4.4919
4883125 | Kokuhaku Bungee Jump [Is It Real Love?],4.4917
4199775 | Dawn Saga [GungunK's Another],4.4916
4109773 | Mutual panorama (feat. Aitsuki Nakuru) [Hirogaru panaroma // Insane],4.4909
421063 | AiAe [MX],4.4909
2956884 | Happy Time wa Owaranai (Cut Ver.) [owo],4.4908
2450539 | Titania [MASTER],4.4893
3080615 | Breakin' Rules [Alice's Probation 0.95x],4.4891
2736352 | Painted Dreams [Stage 3: Tear],4.4890
908807 | Quo Vadis [Xleonq's 4K SHD],4.4890
4163125 | Princess * Sisters! [Prinsis!],4.4888
4336653 | Yuusha (TV Size) [Collab Insane],4.4880
1044456 | Flashes [Another],4.4877
4578953 | Blossom [EXHAUST],4.4876
0 | Fluctuation [Hyper],4.4875
3686672 | Himitsu no Shougakusei [Elementary | Insane],4.4875
1681195 | Doku LOCANdy [CS' Extra],4.4870
2819780 | Ibitbt [Pope's Insane],4.4867
3387717 | ZOMBIE CIRCUS [INSANE.],4.4862
3756210 | Cosmic Air Ride [SPAC'e],4.4862
4520306 | SPiCa [Kawawa's Constellation],4.4862
3657437 | Ashita e no Kiseki -Opening Size- [Ashen Chevalier],4.4856
3401628 | Euphoria (Cut Ver.) [FAMoss' Extra],4.4855
2446750 | Night of Knights (Cranky Remix) [Lunatic],4.4853
1419650 | MiKUSABBATH feat. Hatsune Miku [DA-DA-DA-DA-DAMN!],4.4849
3390827 | ricky bobby [glitterpop 1.05x (252bpm)],4.4847
2499077 | Kan Saete Kuyashiiwa [Envious (Insane)],4.4842
2675341 | Cyberia lyr3 [Scalpels [1.1x Rate]],4.4842
3064822 | KiNG FORM -XIII- [Unlikely Imaginary],4.4842
4534428 | Kazabana Musume [My Angel Shiki [4K]],4.4838
2129226 | Sesshoku (Cut Ver.) [Eternity],4.4837
2193015 | #be_fortunate [#insane_envory],4.4835
3407888 | Bikkurisasetara Okoru yo! [Insane],4.4833
2546587 | Sakura Fubuki [Another],4.4831
2147313 | Mirrorwall [EXHAUST],4.4830
4550433 | Evo [They're going to turn 5 yo. | Insane],4.4828
2081239 | Pride Kakumei [Maximum],4.4827
3854544 | Genso Connect [Genso Monogatari],4.4823
2678243 | Hidden Ending [FAMoss' Another],4.4820
1898346 | Final Resonance [Fontes' Master],4.4819
3275558 | cold weather [ilybb],4.4818
3542495 | Relive [Unforgettable MEMORIES],4.4817
"3641656 | Itsuka Otona ni Nareru to Ii ne. [By the way, what does it mean to be an adult? I'm an info-illiterate.]",4.4816
3067111 | Deux Saint-Co Odyssey!! [MAXIMUM],4.4815
2583811 | Doro no Bunzai de Watashi dake no Taisetsu o Ubaou da nante [Regret],4.4813
2464430 | Equilibrium [Reconcile],4.4811
441349 | Heart of Witch [Marirose's 4K MX],4.4810
3526218 | Feel My Rhythm [Hytex's Insane],4.4809
343869 | Little Star [4K INF [Star.20]],4.4807
4200309 | lalabai call me [pairo's light insane],4.4804
3897692 | Lonely departure [Ultra],4.4798
3952883 | Rin (TV Size) [Insane],4.4796
2980809 | Battle Against a True Hero [Heroine 1.1x (165bpm)],4.4794
784054 | Borealis [GRAVITY],4.4792
4790807 | Meritocracy [Felix's Illustrious],4.4791
4189339 | Sangenshoku (TV Size) [Blooming Flower],4.4786
2465806 | polyriddim [brrrrrrrrrrrrrr],4.4782
2465807 | polyriddim [nsv],4.4782
2275694 | Tenohira de odoru [Lacrima's Insane],4.4776
"3204542 | true DJ MAG top ranker's song Zenpen (katagiri Remix) [fn(top=false,sv=false)]",4.4775
"3204543 | true DJ MAG top ranker's song Zenpen (katagiri Remix) [fn(top=false,sv=true)]",4.4775
3857633 | All Stars Turn into Dust [4k Another | Quasar],4.4773
"3853444 | zeke didn't ""invent dariacore"", i did [Insane]",4.4771
774224 | over the top [Another],4.4771
4769860 | Sunao ni Naritai (osu! Edit Ver.) [My Love to You],4.4770
477955 | daze (short ver.) [Shiki's SC],4.4770
4451576 | Belle de Nuit [Se souvenir],4.4766
4239317 | Goodbye [collab isolation],4.4758
1872559 | BRAVER (TV Size) [Insane],4.4754
3221175 | Funkotsu Saishin Casino [Sya's Insane],4.4752
2652437 | Kaikai Kitan (TV Size) [4K Cursed Spirit],4.4743
674176 | snow storm -euphoria- [EXHAUST],4.4733
3518472 | Night Fighter [Insane],4.4726
2365680 | Anoyo-iki no Bus ni Notte Saraba. [Last revenge],4.4717
4279188 | TSUBOMI ni KAMINARI [snapshot lifespan],4.4713
2698881 | Encounter [Insane],4.4706
4353167 | Usagi Flap [ARL's Rabbit Squad],4.4706
4187518 | Paranoia [Paranoia],4.4698
4131440 | MALO TEBYA (Sped Up Ver.) [MALISIMO],4.4697
553617 | Ningen Shikkaku [Arcwin's 4K MX],4.4696
4126520 | The Light (Assertive Hardcore Bootleg) [Tsunagaru],4.4691
3578641 | skeleton (Lettuce ver.) [Insane],4.4684
4231944 | Laureate Grimoire [Insane],4.4683
2855408 | Scrap Syndrome (Cut Ver.) [Insane],4.4681
3855015 | Air [Another],4.4676
4424771 | Euphoria (feat. Tsugumi Nagahara) [Shining Forward With You],4.4674
4350795 | Hybris (The one who shattered) [Insane],4.4670
1017257 | CENSORED!! [DECADE's GRAVITY!!],4.4668
2043589 | Memoirs feat. Aitsuki Nakuru [Agy's 4K Reminiscence],4.4667
3850861 | Odo (Cut Ver.) [K.O.],4.4665
3495327 | Walk This Way! (Cut Ver.) [Lami's Walk Together!],4.4664
3417228 | CyberConnect [Expert],4.4657
3956682 | conflict [SZH + Seiran's Insane],4.4657
4553056 | Brave Freak Out (TV Size) [Limit Breaker],4.4650
4673727 | VOID (TV Size) [Insane],4.4646
3561344 | Cherish (TV Size) [Insane],4.4642
1443309 | The Parallax II: Future Sequence [Marathon],4.4637
1215562 | In Torture (feat. Eclise) [sinking],4.4630
4106009 | It's over. but Not For Me. [Belief],4.4629
2352221 | AngelFalse [Insane],4.4626
4139912 | Lyrith -Meikyuu Lyrith- [V1do's Another],4.4623
"3073225 | Something Comforting [The way the sky shines bright, that's what you need to think of.]",4.4620
3903281 | Taiga yo Tomoni Naite Kure (TV Size) [Determination Beyond Imagination],4.4617
4162609 | Senaka Awase no Sora (with kakichoco) [Sora],4.4616
3222892 | Cyberpunk [Cyberspace],4.4615
"4400238 | Tokyo Shandy Rendez-vous feat. KAF, Tsumiki [LeiN-'s Shandy Gaff // Insane]",4.4600
563164 | Yolomania Vol. 3A [Mafumafu - [Eimin Douwa] [Skwid] 15],4.4600
4060368 | Bullets Over Brainwaves [Anxious Thoughts],4.4592
3234090 | POLKAMANIA [ANOTHER],4.4586
1319651 | Don't let you down [Miracles],4.4575
1830039 | Silicon XX [Expert],4.4574
3614684 | Mixed Nuts (TV Size) [CODE NAME : BUBBA's INSANE],4.4574
3639212 | ...during pride month? [hana's ...insane?],4.4574
3715080 | Yume Fanfare (TV Size) [Ganbarou],4.4573
3809606 | Yuushou [Insane],4.4569
4720310 | Lakeside [Hard],4.4567
4474834 | Yang Guang Cai Hong Xiao Bai Ma (Cut Ver.) [Dramatic],4.4566
2236350 | DJ Mashiro is dead or alive [Chaos],4.4564
3937519 | Until the end of time [Himitsu's Hyper],4.4561
1640530 | Final Boss [Final Stage],4.4559
3489518 | Haru no Sekibaku [Goodbye],4.4558
1130164 | The 4th KAC DJ TOTTO's SELECTION [WINTER SOLSTICE],4.4557
1926736 | Kyouki Ranbu [MATSURI],4.4552
1475243 | Plasma Gun [Maximum],4.4548
2553927 | ametsuchi [petrichor],4.4548
"3132351 | * Erm, could it be a Spatiotemporal ShockWAVE Syndrome...? [Decku's EXHAUST]",4.4547
1766063 | i really like u [you and i],4.4544
3037760 | Hoshikuzu Orchestra [Lita's Stardust Orchestra],4.4542
3854111 | KICK BACK [juan's Insane Aki],4.4542
4315292 | Triumphal Return [4K Insane],4.4541
3011792 | MAGIC & LOVE [ANOTHER],4.4528
4454409 | Venom (Cut Ver.) [Expert],4.4527
4179888 | Hunny Bunny [Celestial],4.4524
4568556 | Android Girl feat. Hatsune Miku [Forgiveness],4.4524
3613446 | Zankyo Sanka (TV Size) [Hydria's Crimson Blood Demon],4.4522
2341611 | Double Agent [Escape],4.4521
981646 | Reverence [Hydria's Insane],4.4518
4891838 | Bass Slut (Original Mix) (Cut Ver.) [Another],4.4515
2417214 | 5150 [Krafty's Eternity],4.4514
1017984 | Broken Sword [Another],4.4512
4568145 | Shouted Serenade (TV Size) [Insane],4.4510
560731 | Yolomania Vol. 3A [Alex c. feat. Yasmin K. - Angel of Darkness [blaziken] 12],4.4506
2768715 | One's Glow [Essence],4.4503
3883715 | fly a rocket to the center of your heart [insane],4.4500
4180426 | Abracada-Boo (TV Size) [Magical],4.4498
3801354 | Mikansei Romantic (feat. kotono) [Mikansei Kokoro],4.4494
1983010 | press start [revisiting the past],4.4489
1242637 | Arakajime Ushinawareta Bokura no Ballad [Insane],4.4486
2567829 | Ahoy!! Warera Houshou Kaizokudan* [Ahoy!],4.4485
1930573 | Altros [4K Insane],4.4484
3524398 | Munou [Nomihoshita],4.4478
4001438 | Touch the angel [>_<],4.4477
4177588 | SPACE INVADER [INVAD'e],4.4476
698184 | Plan 8 [Another],4.4473
1385763 | WHITEOUT [Virtue's EXHAUST],4.4471
967910 | Marble Soda [Pope's Insane],4.4469
1055810 | NEO TREASON [EXHAUST],4.4464
4509936 | Rocket League Theme [What a save!],4.4464
3512696 | Empire [Civilization],4.4458
1799611 | Zenbu Kimi ga Ita kara Shittanda [Insane],4.4453
4639408 | Surge Of Energy [Insane],4.4453
"4653955 | Utakotoba [Together, to a New Beginning]",4.4449
4621571 | Friction[!]Function [Another],4.4448
4679219 | Give me a break Stop now [ler's Insane],4.4445
4804947 | Reweave (TV Size) [Ran's Love],4.4443
"4055495 | Dandelion Girls, Dandelion Boys [Pierced Dreams]",4.4439
3572012 | Kimi ni Kaikisen (Cut Ver.) [Commitment],4.4432
938083 | Brain Power [SY's 4K OVERDRIVE],4.4427
4220353 | REAL-EYES [Hero],4.4420
1565793 | Chocolate Planet [Larc's EXHAUST],4.4418
2592366 | Credits [Grey Another],4.4414
2629717 | Kanzen Houki Sengen [Manifest],4.4414
3967577 | Connecting Happy!! [with our],4.4411
4548093 | Sparkle of Moment [Timeless],4.4406
1367425 | PUMP [Future Candy],4.4403
4446335 | Hana wa Odore ya Irohaniho [Cherry Blossom],4.4403
4402923 | Minty Rush [Insane],4.4396
2384814 | ReI [Insane],4.4390
4438842 | Hodomoe City [Flex],4.4388
1308947 | Uso no Hibana (TV Size) [Insane],4.4382
4676458 | Shikairo Days (TV Size) [Oh Deer..],4.4380
